,count,mean,std,min,25%,50%,75%,max,missing_count,missing_pct
SALLE_B101_(A._MEZAN_TOUR_B) PF sys  [MIN] 1111,2696.0,-0.9574443620178044,0.12175508683594172,-1.0,-0.97,-0.97,-0.96,1.0,57496,95.52099946836789
SALLE_B101_(A._MEZAN_TOUR_B) PF sys  [MAX] 1112,2696.0,0.16791543026706232,0.9543047444867622,-0.99,-0.96,0.97,0.98,1.0,57496,95.52099946836789
SALLE_B101_(A._MEZAN_TOUR_B) Phase sequence  [MIN] 1113,2696.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57496,95.52099946836789
SALLE_B101_(A._MEZAN_TOUR_B) Phase sequence  [AVG] 1114,2696.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57496,95.52099946836789
SALLE_B101_(A._MEZAN_TOUR_B) Phase sequence  [MAX] 1115,2696.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57496,95.52099946836789
SALLE_B101_(A._MEZAN_TOUR_B) kVA dmd (kVA) [MIN] 1116,2696.0,0.7991691394658753,0.027177277371814666,0.79,0.79,0.8,0.8,1.15,57496,95.52099946836789
SALLE_B101_(A._MEZAN_TOUR_B) kVA dmd (kVA) [AVG] 1117,2696.0,0.7991691394658753,0.027177277371814666,0.79,0.79,0.8,0.8,1.15,57496,95.52099946836789
SALLE_B101_(A._MEZAN_TOUR_B) kVA dmd (kVA) [MAX] 1118,2696.0,0.7991691394658753,0.027177277371814666,0.79,0.79,0.8,0.8,1.15,57496,95.52099946836789
SALLE_B101_(A._MEZAN_TOUR_B) V L1-L2 (V) [MIN] 1119,2696.0,390.70390253839884,2.419028743082558,365.0,389.2,390.8,392.5,396.2,57496,95.52099946836789
SALLE_B101_(A._MEZAN_TOUR_B) V L1-L2 (V) [AVG] 1120,2696.0,391.7526053374026,2.2772795312860423,383.59,390.1675,391.86,393.52,396.75,57496,95.52099946836789
SALLE_B101_(A._MEZAN_TOUR_B) V L1-L2 (V) [MAX] 1121,2696.0,392.65507987269564,2.277318931683794,386.2,391.1,392.7,394.4,400.2,57496,95.52099946836789
SALLE_B101_(A._MEZAN_TOUR_B) V L1-N (V) [MIN] 1122,2696.0,225.664049022924,1.4685438714799475,202.0,224.8,225.8,226.7,228.9,57496,95.52099946836789
SALLE_B101_(A._MEZAN_TOUR_B) V L1-N (V) [AVG] 1123,2696.0,226.3211914023462,1.3192210425174384,221.38,225.4,226.38,227.32,229.28,57496,95.52099946836789
SALLE_B101_(A._MEZAN_TOUR_B) V L1-N (V) [MAX] 1124,2696.0,226.91667871035196,1.3316989403438932,222.9,226.0,226.9,227.9,230.8,57496,95.52099946836789
SALLE_B101_(A._MEZAN_TOUR_B) V L2-L3 (V) [MIN] 1125,2696.0,391.3813467658861,2.2809080294584665,382.6,389.9,391.5,393.1,396.7,57496,95.52099946836789
SALLE_B101_(A._MEZAN_TOUR_B) V L2-L3 (V) [AVG] 1126,2696.0,392.3021286380898,2.159959676640324,384.78,390.76,392.375,393.99,397.16,57496,95.52099946836789
SALLE_B101_(A._MEZAN_TOUR_B) V L2-L3 (V) [MAX] 1127,2696.0,393.1953598499408,2.152959284908334,387.0,391.7,393.2,394.8,399.5,57496,95.52099946836789
SALLE_B101_(A._MEZAN_TOUR_B) V L2-N (V) [MIN] 1128,2696.0,224.89031591611442,1.3852683439826536,199.6,224.0,225.0,225.9,227.9,57496,95.52099946836789
SALLE_B101_(A._MEZAN_TOUR_B) V L2-N (V) [AVG] 1129,2696.0,225.51392636952073,1.2417655130584049,221.02,224.64,225.56,226.43,228.29,57496,95.52099946836789
SALLE_B101_(A._MEZAN_TOUR_B) V L2-N (V) [MAX] 1130,2696.0,226.08136905951628,1.2488153023110724,222.4,225.2,226.1,227.0,230.7,57496,95.52099946836789
SALLE_B101_(A._MEZAN_TOUR_B) V L3-L1 (V) [MIN] 1131,2696.0,393.8663187450992,2.4111723886316074,383.7,392.3,394.0,395.7,399.3,57496,95.52099946836789
SALLE_B101_(A._MEZAN_TOUR_B) V L3-L1 (V) [AVG] 1132,2696.0,394.8918345159207,2.2878717712731347,386.88,393.3,394.945,396.7,399.98,57496,95.52099946836789
SALLE_B101_(A._MEZAN_TOUR_B) V L3-L1 (V) [MAX] 1133,2696.0,395.8518080902815,2.2885199477250757,389.3,394.3,395.9,397.6,402.3,57496,95.52099946836789
SALLE_B101_(A._MEZAN_TOUR_B) V L3-N (V) [MIN] 1134,2696.0,226.0635335788195,1.4020299051311516,220.9,225.1,226.1,227.1,229.3,57496,95.52099946836789
SALLE_B101_(A._MEZAN_TOUR_B) V L3-N (V) [AVG] 1135,2696.0,226.68379833489647,1.329874051163781,222.48,225.73,226.73,227.72,229.68,57496,95.52099946836789
SALLE_B101_(A._MEZAN_TOUR_B) V L3-N (V) [MAX] 1136,2696.0,227.32295110007533,1.3349445408919849,223.3,226.4,227.3,228.3,230.6,57496,95.52099946836789
SALLE_B101_(A._MEZAN_TOUR_B) V L-L sys (V) [MIN] 1137,2696.0,392.0948834196891,2.391382137109972,378.3,390.5,392.2,393.9,397.5,57496,95.52099946836789
SALLE_B101_(A._MEZAN_TOUR_B) V L-L sys (V) [AVG] 1138,2696.0,392.971204471026,2.2378304492080603,385.07,391.39,393.06,394.72,397.93,57496,95.52099946836789
SALLE_B101_(A._MEZAN_TOUR_B) V L-L sys (V) [MAX] 1139,2696.0,393.77273565904585,2.221127536512246,387.4,392.3,393.8,395.42499999999995,400.6,57496,95.52099946836789
SALLE_B101_(A._MEZAN_TOUR_B) V L-N sys (V) [MIN] 1140,2696.0,225.6153491643732,1.3493143478659753,220.2,224.7,225.7,226.7,228.7,57496,95.52099946836789
SALLE_B101_(A._MEZAN_TOUR_B) V L-N sys (V) [AVG] 1141,2696.0,226.15136842530094,1.2887625184937577,221.6,225.25,226.21,227.15,228.99,57496,95.52099946836789
SALLE_B101_(A._MEZAN_TOUR_B) V L-N sys (V) [MAX] 1142,2696.0,226.6505846312326,1.2899963527204823,223.1,225.8,226.7,227.6,230.7,57496,95.52099946836789
SALLE_B101_(A._MEZAN_TOUR_B) kW dmd (kW) [MIN] 1143,2696.0,0.766925266370443,0.0291143339483305,0.76,0.76,0.76,0.77,1.14,57496,95.52099946836789
SALLE_B101_(A._MEZAN_TOUR_B) kW dmd (kW) [AVG] 1144,2696.0,0.766925266370443,0.0291143339483305,0.76,0.76,0.76,0.77,1.14,57496,95.52099946836789
SALLE_B101_(A._MEZAN_TOUR_B) kW dmd (kW) [MAX] 1145,2696.0,0.766925266370443,0.0291143339483305,0.76,0.76,0.76,0.77,1.14,57496,95.52099946836789
SALLE_B101_(A._MEZAN_TOUR_B) Totalizer 1  [ABS] 1146,0.0,,,,,,,,60192,100.0
SALLE_B101_(A._MEZAN_TOUR_B) Totalizer 2  [ABS] 1147,0.0,,,,,,,,60192,100.0
SALLE_B101_(A._MEZAN_TOUR_B) Totalizer 3  [ABS] 1148,0.0,,,,,,,,60192,100.0
SALLE_B101_(A._MEZAN_TOUR_B) kVA L1 (kVA) [MIN] 1149,2696.0,0.0008160237388724036,0.008717473289154211,0.0,0.0,0.0,0.0,0.15,57496,95.52099946836789
SALLE_B101_(A._MEZAN_TOUR_B) kVA L1 (kVA) [AVG] 1150,2696.0,0.0011869436201780417,0.010974786086900324,0.0,0.0,0.0,0.0,0.16,57496,95.52099946836789
SALLE_B101_(A._MEZAN_TOUR_B) kVA L1 (kVA) [MAX] 1151,2696.0,0.0017210682492581604,0.014622196299113602,0.0,0.0,0.0,0.0,0.21,57496,95.52099946836789
SALLE_B101_(A._MEZAN_TOUR_B) kVA L2 (kVA) [MIN] 1152,2696.0,0.023775964391691398,0.020481773267355414,0.02,0.02,0.02,0.02,0.29,57496,95.52099946836789
SALLE_B101_(A._MEZAN_TOUR_B) kVA L2 (kVA) [AVG] 1153,2696.0,0.025716067557386882,0.025582801508378085,0.02,0.02,0.02,0.02,0.34,57496,95.52099946836789
SALLE_B101_(A._MEZAN_TOUR_B) kVA L2 (kVA) [MAX] 1154,2696.0,0.03543397626112761,0.030198430015921745,0.02,0.03,0.03,0.03,0.37,57496,95.52099946836789
SALLE_B101_(A._MEZAN_TOUR_B) kVA L3 (kVA) [MIN] 1155,2696.0,0.7739727441152503,0.006270049330573928,0.76,0.77,0.77,0.78,0.86,57496,95.52099946836789
SALLE_B101_(A._MEZAN_TOUR_B) kVA L3 (kVA) [AVG] 1156,2696.0,0.7866915868452204,0.007142347688529349,0.78,0.78,0.79,0.79,0.89,57496,95.52099946836789
SALLE_B101_(A._MEZAN_TOUR_B) kVA L3 (kVA) [MAX] 1157,2696.0,0.7988610837779249,0.008601743310929114,0.79,0.79,0.8,0.8,0.92,57496,95.52099946836789
SALLE_B101_(A._MEZAN_TOUR_B) kVA sys (kVA) [MIN] 1158,2696.0,0.783416364293292,0.022586330731304394,0.76,0.78,0.78,0.79,1.11,57496,95.52099946836789
SALLE_B101_(A._MEZAN_TOUR_B) kVA sys (kVA) [AVG] 1159,2696.0,0.7994918397626114,0.027313909553425005,0.79,0.79,0.8,0.8,1.16,57496,95.52099946836789
SALLE_B101_(A._MEZAN_TOUR_B) kVA sys (kVA) [MAX] 1160,2696.0,0.8138130563798223,0.03615880137208931,0.79,0.8,0.81,0.81,1.29,57496,95.52099946836789
SALLE_B101_(A._MEZAN_TOUR_B) kWh (-) (kWh) [ABS] 1161,2696.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57496,95.52099946836789
SALLE_B101_(A._MEZAN_TOUR_B) kWh L1 (kWh) [ABS] 1162,2696.0,2.0555637982195845,0.2031263469158882,1.8,1.8,2.0,2.3,2.4,57496,95.52099946836789
SALLE_B101_(A._MEZAN_TOUR_B) kWh L2 (kWh) [ABS] 1163,2696.0,57.87712000891745,1.2878661574260042,56.0,56.7,57.5,59.3,60.2,57496,95.52099946836789
SALLE_B101_(A._MEZAN_TOUR_B) kWh L3 (kWh) [ABS] 1164,2696.0,10451.866506511278,163.4757384980117,10180.3,10308.35,10436.5,10600.65,10727.6,57496,95.52099946836789
SALLE_B101_(A._MEZAN_TOUR_B) kW L1 (kW) [MIN] 1165,2696.0,0.000663946587537092,0.007261649475251007,0.0,0.0,0.0,0.0,0.13,57496,95.52099946836789
SALLE_B101_(A._MEZAN_TOUR_B) kW L1 (kW) [AVG] 1166,2696.0,0.0009495548961424331,0.009063149703476967,0.0,0.0,0.0,0.0,0.14,57496,95.52099946836789
SALLE_B101_(A._MEZAN_TOUR_B) kW L1 (kW) [MAX] 1167,2696.0,0.0013724035608308606,0.011935542823656334,0.0,0.0,0.0,0.0,0.19,57496,95.52099946836789
SALLE_B101_(A._MEZAN_TOUR_B) kW L2 (kW) [MIN] 1168,2696.0,0.0015541543026706232,0.01481347345231288,0.0,0.0,0.0,0.0,0.21,57496,95.52099946836789
SALLE_B101_(A._MEZAN_TOUR_B) kW L2 (kW) [AVG] 1169,2696.0,0.0036535608308605346,0.018358544348098103,0.0,0.0,0.0,0.0,0.23,57496,95.52099946836789
SALLE_B101_(A._MEZAN_TOUR_B) kW L2 (kW) [MAX] 1170,2696.0,0.012121661721068249,0.021547411545818147,0.0,0.01,0.01,0.01,0.28,57496,95.52099946836789
SALLE_B101_(A._MEZAN_TOUR_B) kW L3 (kW) [MIN] 1171,2696.0,0.7484755192878337,0.006171163542679766,0.73,0.75,0.75,0.75,0.83,57496,95.52099946836789
SALLE_B101_(A._MEZAN_TOUR_B) kW L3 (kW) [AVG] 1172,2696.0,0.7611832344213648,0.005384147768865033,0.75,0.76,0.76,0.76,0.86,57496,95.52099946836789
SALLE_B101_(A._MEZAN_TOUR_B) kW L3 (kW) [MAX] 1173,2696.0,0.7724258160237387,0.0076697890144910835,0.76,0.77,0.77,0.78,0.89,57496,95.52099946836789
SALLE_B101_(A._MEZAN_TOUR_B) kW sys (kW) [MIN] 1174,2696.0,0.7543993019787517,0.024876854996626716,0.74,0.75,0.75,0.76,1.11,57496,95.52099946836789
SALLE_B101_(A._MEZAN_TOUR_B) kW sys (kW) [MAX] 1175,2696.0,0.7808640511369751,0.034522382774975095,0.76,0.77,0.78,0.78,1.19,57496,95.52099946836789
SALLE_B101_(A._MEZAN_TOUR_B) kvarh (-) (kvarh) [ABS] 1176,2696.0,2994.1906435940405,47.74482017215011,2915.4,2952.275,2989.1,3037.925,3074.4,57496,95.52099946836789
SALLE_B101_(A._MEZAN_TOUR_B) kvar L1 (kvar) [MIN] 1177,2696.0,0.00017433234421364985,0.006667787704706494,-0.12,0.0,0.0,0.0,0.08,57496,95.52099946836789
SALLE_B101_(A._MEZAN_TOUR_B) kvar L1 (kvar) [AVG] 1178,2696.0,0.0005489614243323442,0.005816856609316898,-0.04,0.0,0.0,0.0,0.08,57496,95.52099946836789
SALLE_B101_(A._MEZAN_TOUR_B) kvar L1 (kvar) [MAX] 1179,2696.0,0.00081973293768546,0.007551637702380885,0.0,0.0,0.0,0.0,0.13,57496,95.52099946836789
SALLE_B101_(A._MEZAN_TOUR_B) kvar L2 (kvar) [MIN] 1180,2696.0,-0.03129080118694363,0.022031416359737686,-0.26,-0.03,-0.03,-0.03,0.2,57496,95.52099946836789
SALLE_B101_(A._MEZAN_TOUR_B) kvar L2 (kvar) [AVG] 1181,2696.0,-0.020838471118217742,0.020017757089919538,-0.16,-0.02,-0.02,-0.02,0.23,57496,95.52099946836789
SALLE_B101_(A._MEZAN_TOUR_B) kvar L2 (kvar) [MAX] 1182,2696.0,-0.018764836795252225,0.027177605280219546,-0.15,-0.02,-0.02,-0.02,0.28,57496,95.52099946836789
SALLE_B101_(A._MEZAN_TOUR_B) kvar L3 (kvar) [MIN] 1183,2696.0,-0.21141339693424147,0.00667602544400323,-0.25,-0.21,-0.21,-0.21,-0.2,57496,95.52099946836789
SALLE_B101_(A._MEZAN_TOUR_B) kvar L3 (kvar) [AVG] 1184,2696.0,-0.19554563659845328,0.008876948590017435,-0.23,-0.2,-0.2,-0.19,-0.15,57496,95.52099946836789
SALLE_B101_(A._MEZAN_TOUR_B) kvar L3 (kvar) [MAX] 1185,2696.0,0.011657934994849408,0.19164548005392493,-0.22,-0.18,0.18,0.2,0.24,57496,95.52099946836789
SALLE_B101_(A._MEZAN_TOUR_B) kvar sys (kvar) [MIN] 1186,2696.0,-0.23685850079180826,0.023754255238097717,-0.49,-0.24,-0.24,-0.23,0.06,57496,95.52099946836789
SALLE_B101_(A._MEZAN_TOUR_B) kvar sys (kvar) [MAX] 1187,2696.0,0.007106748051229226,0.19196154552086053,-0.24,-0.21,0.16,0.18,0.51,57496,95.52099946836789
